"Id","Tag","Data","Antena","Tipo"
"336","E2806890000040030B64CE64","19/09/2023  11:02:13","CTI","Entrada"
"337","E28068900000500598D84D3A","19/09/2023  11:02:17","CTI","Entrada"
"338","E28068900000400598D77559","19/09/2023  19:15:51","CTI","Saída"
"339","E28068900000400598D77559","19/09/2023  19:24:52","CTI","Entrada"
"340","E28068900000400598D77559","19/09/2023  19:46:01","CTI","Saída"
"341","E28068900000400598D7CDE2","19/09/2023  21:03:15","CTI","Entrada"
"342","E28068900000400598D77559","19/09/2023  22:08:56","CTI","Entrada"
"343","E28068900000400598D77559","19/09/2023  22:18:57","CTI","Saída"
"344","E28068900000400598D77559","19/09/2023  22:41:54","CTI","Entrada"
"345","E28068900000400598D77559","19/09/2023  23:21:14","CTI","Saída"
"346","E28068900000400598D77559","20/09/2023  00:34:46","CTI","Entrada"
"347","E28068900000400598D77559","20/09/2023  00:34:46","CTI","Saída"
"348","E28068900000400598D77559","20/09/2023  01:00:36","CTI","Saída"
"349","E28068900000400598D77559","20/09/2023  01:04:18","CTI","Entrada"
"350","E28068900000400598D77559","20/09/2023  02:06:19","CTI","Saída"
"351","E28068900000400598D77559","20/09/2023  06:12:29","CTI","Entrada"
"352","E28068900000400598D77559","20/09/2023  06:26:27","CTI","Saída"
"353","E28068900000400598D77559","20/09/2023  06:30:20","CTI","Entrada"
"354","E28068900000400598D77559","20/09/2023  06:46:44","CTI","Saída"
"355","E2806890000040030B64E05B","20/09/2023  07:10:05","CTI","Saída"
"356","E2806890000050030B649D63","20/09/2023  07:10:06","CTI","Saída"
"357","E28068900000500598D72D24","20/09/2023  07:10:06","CTI","Entrada"
"358","E28068900000400598D8192B","20/09/2023  07:10:06","CTI","Saída"
"359","E28068900000500598D75060","20/09/2023  07:10:06","CTI","Entrada"
"360","E2806890000040030B64CE64","20/09/2023  07:10:07","CTI","Saída"
"361","E28068900000500598D7319E","20/09/2023  07:10:08","CTI","Entrada"
"362","E28068900000500598D788D7","20/09/2023  07:10:08","CTI","Entrada"
"363","E28068900000500598D5D1DA","20/09/2023  07:10:08","CTI","Saída"
"364","E28068900000500598D5D1DA","20/09/2023  07:10:08","CTI","Saída"
"365","E28068900000500598D84D3A","20/09/2023  07:10:09","CTI","Saída"
"366","E28068900000400598D661A1","20/09/2023  07:10:10","CTI","Entrada"
"367","E28068900000400598D77559","20/09/2023  10:05:28","CTI","Entrada"
"368","E28068900000500598D7319E","20/09/2023  11:54:26","CTI","Saída"
"369","E28068900000500598D7319E","20/09/2023  11:54:26","CTI","Entrada"
"370","E28068900000500598D75060","20/09/2023  16:57:59","CTI","Entrada"
"371","E28068900000500598D75060","20/09/2023  17:12:53","CTI","Saída"
"372","E28068900000500598D75060","20/09/2023  19:43:13","CTI","Entrada"
"373","E28068900000400598D7CDE2","21/09/2023  05:23:10","CTI","Saída"
"374","E28068900000400598D77559","21/09/2023  07:30:56","CTI","Saída"
"375","E28068900000400598D8192B","21/09/2023  07:32:21","CTI","Entrada"
"376","E2806890000040030B64E05B","21/09/2023  07:39:04","CTI","Entrada"
"377","E2806890000040030B64CE64","21/09/2023  09:19:01","CTI","Entrada"
"378","E2806890000040030B64E05B","21/09/2023  09:43:14","CTI","Saída"
"379","E2806890000040030B64E05B","21/09/2023  10:06:44","CTI","Entrada"
"380","E2806890000040030B64E05B","21/09/2023  10:37:45","CTI","Saída"
"381","E2806890000040030B64AE2A","21/09/2023  10:56:46","CTI","Saída"
"382","E28068900000400598D8192B","21/09/2023  11:00:18","CTI","Saída"
"383","E28068900000400598D8192B","21/09/2023  11:06:56","CTI","Entrada"
"384","E2806890000040030B64E05B","21/09/2023  11:16:09","CTI","Entrada"
"385","E2806890000040030B64E05B","21/09/2023  11:16:20","CTI","Saída"
"386","E28068900000400598D8192B","21/09/2023  11:22:29","CTI","Saída"
"387","E2806890000040030B64E05B","21/09/2023  11:38:26","CTI","Entrada"
"388","E28068900000400598D8192B","21/09/2023  12:17:55","CTI","Entrada"
"389","E28068900000400598D8192B","21/09/2023  12:22:38","CTI","Saída"
"390","E28068900000400598D8192B","21/09/2023  12:22:38","CTI","Entrada"
"391","E28068900000400598D8192B","21/09/2023  12:30:36","CTI","Entrada"
"392","E2806890000040030B64E05B","21/09/2023  12:49:22","CTI","Saída"
"393","E2806890000040030B64E05B","21/09/2023  13:05:13","CTI","Entrada"
"394","E28068900000400598D661A1","21/09/2023  13:39:47","CTI","Saída"
"395","E28068900000400598D661A1","21/09/2023  13:39:47","CTI","Entrada"
"396","E28068900000400598D661A1","21/09/2023  13:39:47","CTI","Entrada"
"397","E2806890000040030B64E05B","21/09/2023  13:53:42","CTI","Saída"
"398","E28068900000400598D7CDE2","21/09/2023  14:45:20","CTI","Entrada"
"399","E28068900000400598D5F621","21/09/2023  14:45:21","CTI","Entrada"
"400","E28068900000500598D75060","21/09/2023  14:45:21","CTI","Saída"
"401","E28068900000500598D72D24","21/09/2023  14:45:25","CTI","Entrada"
"402","E28068900000400598D8192B","21/09/2023  15:18:57","CTI","Saída"
"403","E28068900000400598D8192B","21/09/2023  15:18:57","CTI","Entrada"
"404","E28068900000400598D8192B","21/09/2023  15:18:57","CTI","Entrada"
"405","E28068900000400598D8192B","21/09/2023  15:18:57","CTI","Entrada"
"406","E28068900000400598D8192B","21/09/2023  15:40:11","CTI","Entrada"
"407","E2806890000040030B64E05B","21/09/2023  15:54:49","CTI","Entrada"
"408","E2806890000040030B64AE2A","21/09/2023  15:56:33","CTI","Entrada"
"409","E28068900000400598D8192B","21/09/2023  15:59:30","CTI","Saída"
"410","E2806890000040030B64AE2A","21/09/2023  16:10:10","CTI","Saída"
"411","E2806890000040030B64E05B","21/09/2023  17:02:52","CTI","Saída"
"412","E2806890000040030B64AE2A","21/09/2023  17:07:47","CTI","Entrada"
"413","E28068900000400598D8192B","21/09/2023  17:27:20","CTI","Entrada"
"414","E2806890000040030B64AE2A","21/09/2023  17:45:47","CTI","Saída"
"415","E2806890000040030B64AE2A","21/09/2023  18:07:21","CTI","Entrada"
"416","E2806890000040030B64AE2A","21/09/2023  18:15:42","CTI","Saída"
"417","E2806890000040030B64AE2A","21/09/2023  18:40:32","CTI","Entrada"
"418","E2806890000040030B64E05B","21/09/2023  18:46:40","CTI","Entrada"
"419","E28068900000500598D64849","21/09/2023  19:21:44","CTI","Entrada"
"420","E28068900000500598D75060","21/09/2023  20:54:09","CTI","Saída"
"421","E28068900000400598D77559","21/09/2023  21:17:18","CTI","Entrada"
"422","E28068900000500598D75060","21/09/2023  21:27:21","CTI","Entrada"
"423","E28068900000500598D75060","21/09/2023  21:27:21","CTI","Saída"
"424","E28068900000500598D75060","21/09/2023  21:55:20","CTI","Saída"
"425","E2806890000040030B64E05B","21/09/2023  21:59:08","CTI","Saída"
"426","E28068900000400598D8192B","21/09/2023  21:59:08","CTI","Saída"
"427","E2806890000040030B64E05B","21/09/2023  21:59:23","CTI","Entrada"
"428","E28068900000500598D75060","21/09/2023  22:13:01","CTI","Entrada"
"429","E28068900000400598D77559","21/09/2023  22:18:02","CTI","Saída"
"430","E28068900000400598D77559","21/09/2023  22:20:27","CTI","Entrada"
"431","E28068900000500598D75060","21/09/2023  22:25:20","CTI","Saída"
"432","E28068900000400598D77559","21/09/2023  22:31:08","CTI","Saída"
"433","E28068900000500598D75060","21/09/2023  23:12:35","CTI","Entrada"
"434","E28068900000400598D77559","21/09/2023  23:18:25","CTI","Entrada"
"435","E28068900000400598D77559","21/09/2023  23:23:48","CTI","Saída"
"436","E28068900000500598D75060","22/09/2023  00:12:17","CTI","Saída"
"437","E28068900000500598D75060","22/09/2023  01:15:22","CTI","Entrada"
"438","E28068900000500598D75060","22/09/2023  01:18:04","CTI","Saída"
"439","E28068900000500598D75060","22/09/2023  01:18:04","CTI","Entrada"
"440","E28068900000500598D75060","22/09/2023  01:30:20","CTI","Entrada"
"441","E28068900000500598D75060","22/09/2023  05:27:41","CTI","Saída"
"442","E2806890000050030B649D63","22/09/2023  06:18:09","CTI","Entrada"
"443","E28068900000500598D64849","22/09/2023  09:03:15","CTI","Saída"
"444","E28068900000400598D77559","22/09/2023  10:02:11","CTI","Entrada"
"445","E28068900000400598D8192B","22/09/2023  12:31:37","CTI","Entrada"
"446","E28068900000400598D661A1","22/09/2023  12:31:38","CTI","Entrada"
"447","E28068900000400598D8192B","22/09/2023  12:31:42","CTI","Saída"
"448","E2806890000040030B64CE64","22/09/2023  12:31:44","CTI","Saída"
"449","E28068900000500598D788D7","22/09/2023  13:48:15","CTI","Saída"
"450","E28068900000500598D788D7","22/09/2023  13:48:15","CTI","Entrada"
"451","E28068900000400598D8192B","22/09/2023  19:16:35","CTI","Entrada"
"452","E28068900000400598D8192B","22/09/2023  19:16:35","CTI","Saída"
"453","E28068900000400598D8192B","22/09/2023  19:22:38","CTI","Saída"
"454","E28068900000400598D661A1","22/09/2023  20:31:59","CTI","Saída"
"455","E28068900000400598D661A1","22/09/2023  20:32:13","CTI","Entrada"
"456","E28068900000400598D661A1","22/09/2023  20:32:56","CTI","Saída"
"457","E28068900000400598D8192B","22/09/2023  20:34:39","CTI","Entrada"
"458","E28068900000400598D8192B","22/09/2023  20:35:00","CTI","Saída"
"459","E28068900000400598D8192B","22/09/2023  20:35:00","CTI","Entrada"
"460","E28068900000400598D8192B","22/09/2023  20:50:56","CTI","Entrada"
"461","E28068900000400598D661A1","22/09/2023  22:20:57","CTI","Entrada"
"462","E28068900000400598D661A1","22/09/2023  22:23:18","CTI","Saída"
"463","E28068900000400598D661A1","22/09/2023  22:34:18","CTI","Entrada"
"464","E28068900000400598D661A1","22/09/2023  22:43:23","CTI","Saída"
"465","E28068900000400598D8192B","22/09/2023  23:04:54","CTI","Saída"
"466","E28068900000400598D661A1","22/09/2023  23:22:10","CTI","Entrada"
"467","E2806890000050030B649D63","23/09/2023  00:14:11","CTI","Saída"
"468","E2806890000050030B649D63","23/09/2023  00:14:42","CTI","Entrada"
"469","E2806890000050030B649D63","23/09/2023  00:29:02","CTI","Saída"
"470","E2806890000050030B649D63","23/09/2023  00:49:22","CTI","Entrada"
"471","E2806890000050030B649D63","23/09/2023  00:49:23","CTI","Saída"
"472","E28068900000400598D8192B","23/09/2023  01:24:59","CTI","Entrada"
"473","E2806890000050030B649D63","23/09/2023  05:39:49","CTI","Entrada"
"474","E28068900000400598D661A1","23/09/2023  06:28:44","CTI","Saída"
"475","E28068900000400598D661A1","23/09/2023  06:29:47","CTI","Entrada"
"476","E28068900000500598D7319E","23/09/2023  07:44:19","CTI","Entrada"
"477","E28068900000400598D81922","23/09/2023  07:44:24","CTI","Entrada"
"478","E28068900000500598D75060","23/09/2023  07:44:34","CTI","Entrada"
"479","E28068900000500598D64849","23/09/2023  07:44:34","CTI","Entrada"
"480","E28068900000400598D77559","23/09/2023  07:44:35","CTI","Saída"
"481","E28068900000500598D7319E","23/09/2023  09:09:31","CTI","Saída"
"482","E28068900000500598D7319E","23/09/2023  09:11:45","CTI","Entrada"
"483","E28068900000400598D5F621","23/09/2023  09:16:02","CTI","Saída"
"484","E28068900000400598D5F621","23/09/2023  09:16:03","CTI","Entrada"
"485","E28068900000400598D661A1","23/09/2023  09:16:24","CTI","Saída"
"486","E28068900000500598D7319E","23/09/2023  09:16:28","CTI","Saída"
"487","E28068900000500598D7319E","23/09/2023  09:17:37","CTI","Entrada"
"488","E28068900000500598D7319E","23/09/2023  09:35:34","CTI","Saída"
"489","E28068900000500598D7319E","23/09/2023  09:36:55","CTI","Entrada"
"490","E28068900000500598D7319E","23/09/2023  09:41:08","CTI","Saída"
"491","E28068900000500598D7319E","23/09/2023  11:36:49","CTI","Entrada"
"492","E28068900000500598D7319E","23/09/2023  11:37:25","CTI","Saída"
"493","E28068900000500598D7319E","23/09/2023  12:17:24","CTI","Entrada"
"494","E28068900000500598D7319E","23/09/2023  14:58:19","CTI","Saída"
"495","E28068900000500598D7319E","23/09/2023  14:58:19","CTI","Entrada"
"496","E28068900000500598D7319E","23/09/2023  14:59:04","CTI","Entrada"
"497","E28068900000500598D7319E","23/09/2023  15:10:14","CTI","Saída"
"498","E28068900000500598D7319E","23/09/2023  15:12:43","CTI","Entrada"
"499","E28068900000500598D7319E","23/09/2023  15:38:27","CTI","Saída"
"500","E28068900000500598D7319E","23/09/2023  16:11:48","CTI","Entrada"
"501","E28068900000500598D7319E","23/09/2023  16:35:20","CTI","Saída"
"502","E28068900000500598D7319E","23/09/2023  16:49:28","CTI","Entrada"
"503","E28068900000500598D7319E","23/09/2023  16:51:02","CTI","Saída"
"504","E28068900000500598D7319E","23/09/2023  17:22:00","CTI","Entrada"
"505","E28068900000500598D7319E","23/09/2023  17:22:33","CTI","Saída"
"506","E28068900000500598D7319E","23/09/2023  17:23:04","CTI","Entrada"
"507","E28068900000500598D7319E","23/09/2023  17:31:03","CTI","Saída"
"508","E28068900000500598D7319E","23/09/2023  17:34:56","CTI","Entrada"
"509","E28068900000500598D7319E","23/09/2023  17:44:48","CTI","Saída"
"510","E28068900000500598D7319E","23/09/2023  18:08:18","CTI","Entrada"
"511","E28068900000500598D7319E","23/09/2023  18:09:05","CTI","Saída"
"512","E28068900000500598D7319E","23/09/2023  18:09:55","CTI","Entrada"
"513","E28068900000500598D7319E","23/09/2023  18:12:52","CTI","Saída"
"514","E28068900000500598D7319E","23/09/2023  18:15:14","CTI","Entrada"
"515","E2806890000040030B64AE2A","23/09/2023  18:33:55","CTI","Saída"
"516","E28068900000500598D7319E","23/09/2023  18:33:55","CTI","Saída"
"517","E2806890000040030B64E05B","23/09/2023  19:50:00","CTI","Saída"
"518","E2806890000040030B64E05B","23/09/2023  19:50:00","CTI","Entrada"
"519","E28068900000500598D75060","23/09/2023  19:52:32","CTI","Saída"
"520","E2806890000040030B64E05B","23/09/2023  19:53:12","CTI","Entrada"
"521","E28068900000500598D72D24","23/09/2023  19:53:21","CTI","Saída"
"522","E2806890000040030B64E05B","23/09/2023  19:55:44","CTI","Saída"
"523","E28068900000500598D75060","23/09/2023  20:03:25","CTI","Entrada"
"524","E2806890000040030B64E05B","23/09/2023  20:43:00","CTI","Entrada"
"525","E2806890000040030B64E05B","23/09/2023  21:53:15","CTI","Saída"
"526","E2806890000040030B64E05B","23/09/2023  21:55:25","CTI","Entrada"
"527","E28068900000400598D81922","23/09/2023  22:01:06","CTI","Saída"
"528","E28068900000500598D75060","23/09/2023  22:03:00","CTI","Saída"
"529","E2806890000040030B64E05B","23/09/2023  22:31:55","CTI","Saída"
"530","E2806890000040030B64E05B","23/09/2023  22:33:39","CTI","Entrada"
"531","E28068900000500598D72D24","23/09/2023  23:02:50","CTI","Entrada"
"532","E28068900000400598D81922","23/09/2023  23:03:48","CTI","Entrada"
"533","E28068900000500598D75060","23/09/2023  23:04:08","CTI","Entrada"
"534","E28068900000500598D75060","23/09/2023  23:05:54","CTI","Saída"
"535","E2806890000040030B64E05B","23/09/2023  23:11:22","CTI","Saída"
"536","E2806890000040030B64E05B","23/09/2023  23:13:33","CTI","Entrada"
"537","E2806890000040030B64E05B","23/09/2023  23:14:46","CTI","Saída"
"538","E2806890000040030B64E05B","23/09/2023  23:49:07","CTI","Entrada"
"539","E2806890000040030B64E05B","23/09/2023  23:51:44","CTI","Saída"
"540","E2806890000040030B64E05B","24/09/2023  00:02:35","CTI","Entrada"
"541","E2806890000040030B64E05B","24/09/2023  00:03:06","CTI","Saída"
