"Id","Tag","Data","Antena","Tipo"
"4505","E28068900000400598D77D9D","01/07/2024  14:13:21","Lavanderia Saida","Entrada"
"4506","E2806890000040030B64C257","01/07/2024  14:13:22","Lavanderia Saida","Entrada"
"4507","E28068900000500598D64880","01/07/2024  14:13:22","Lavanderia Saida","Saída"
"4508","E28068900000400598D654BA","01/07/2024  14:13:23","Lavanderia Saida","Entrada"
"4509","E28068900000400598D7452D","01/07/2024  14:13:23","Lavanderia Saida","Entrada"
"4510","E28068900000500598D6B042","01/07/2024  14:13:23","Lavanderia Saida","Entrada"
"4511","E28068900000500598D75060","01/07/2024  14:13:23","Lavanderia Saida","Entrada"
"4512","E2806890000050030B649D63","01/07/2024  14:13:23","Lavanderia Saida","Entrada"
"4513","E28068900000400598D81922","01/07/2024  14:13:24","Lavanderia Saida","Entrada"
"4514","E28068900000400598D61106","01/07/2024  14:13:24","Lavanderia Saida","Entrada"
"4515","E28068900000500598D7319E","01/07/2024  14:13:24","Lavanderia Saida","Entrada"
"4516","E28068900000500598D788D7","01/07/2024  14:13:24","Lavanderia Saida","Entrada"
"4517","E2806890000040030B64AE2A","01/07/2024  14:13:24","Lavanderia Saida","Saída"
"4518","E28068900000400598D77559","01/07/2024  14:13:25","Lavanderia Saida","Entrada"
"4519","E28068900000500598D64849","01/07/2024  14:13:25","Lavanderia Saida","Entrada"
"4520","E28068900000400598D7CDE2","01/07/2024  14:13:25","Lavanderia Saida","Entrada"
"4521","E28068900000500598D738B6","01/07/2024  14:13:25","Lavanderia Saida","Saída"
"4522","E28068900000400598D661A1","01/07/2024  14:13:25","Lavanderia Saida","Entrada"
"4523","E2806890000040030B64CE64","01/07/2024  14:13:25","Lavanderia Saida","Entrada"
"4524","E28068900000400598D5F621","01/07/2024  14:13:26","Lavanderia Saida","Entrada"
"4525","E28068900000500598D7E1B4","01/07/2024  14:13:26","Lavanderia Saida","Entrada"
"4526","E28068900000400598D8192B","01/07/2024  14:13:26","Lavanderia Saida","Entrada"
"4527","E28068900000500598D72D24","01/07/2024  14:13:27","Lavanderia Saida","Entrada"
"4528","E28068900000400598D7CDE2","02/07/2024  07:33:06","CTI","Saída"
"4529","E28068900000500598D75060","02/07/2024  09:28:41","CTI","Saída"
"4530","E28068900000500598D75060","02/07/2024  10:06:11","CTI","Entrada"
"4532","E28068900000500598D75060","02/07/2024  12:39:00","CTI","Entrada"
"4533","AAA10000254E656100001B2B","02/07/2024  13:09:11","Lavanderia Saida","Entrada"
"4534","AAA10000254E656100001B2B","02/07/2024  13:09:15","Lavanderia Entrada","Saída"
"4535","300F4F573AD001C0C466737C","02/07/2024  13:16:00","Lavanderia Saida","Saída"
"4536","E28068900000500598D75060","02/07/2024  14:02:19","CTI","Entrada"
"4537","E28068900000500598D75060","02/07/2024  18:47:21","CTI","Saída"
"4538","E28068900000400598D7CDE2","02/07/2024  22:03:42","CTI","Entrada"
"4539","E28068900000500598D72D24","02/07/2024  23:11:30","CTI","Saída"
"4540","E28068900000500598D72D24","02/07/2024  23:29:01","CTI","Entrada"
"4541","E28068900000500598D72D24","02/07/2024  23:30:42","CTI","Saída"
"4542","E28068900000400598D8192B","03/07/2024  06:41:53","CTI","Saída"
"4543","E28068900000500598D72D24","03/07/2024  06:44:42","CTI","Entrada"
"4544","E28068900000500598D788D7","03/07/2024  12:34:00","CTI","Saída"
"4545","E28068900000500598D788D7","03/07/2024  14:43:54","CTI","Entrada"
"4546","E28068900000500598D788D7","03/07/2024  15:10:48","CTI","Saída"
"4548","E28068900000400598D7CDE2","03/07/2024  16:15:56","CTI","Entrada"
"4549","E28068900000400598D7CDE2","03/07/2024  17:00:52","CTI","Entrada"
"4550","E28068900000400598D7CDE2","03/07/2024  17:54:43","CTI","Saída"
"4551","E28068900000400598D7CDE2","03/07/2024  17:58:28","CTI","Entrada"
"4552","E28068900000400598D824EF","03/07/2024  18:59:49","CTI","Entrada"
"4553","303624608EB33D00000000C2","03/07/2024  18:59:50","CTI","Entrada"
"4554","E28068900000500598D75060","04/07/2024  00:04:58","CTI","Entrada"
"4555","E28068900000400598D824EF","04/07/2024  00:49:13","CTI","Saída"
"4556","E28068900000400598D824EF","04/07/2024  02:08:25","CTI","Entrada"
"4557","E2806890000040030B64AE2A","04/07/2024  08:04:29","CTI","Saída"
"4559","E2806890000040030B64AE2A","04/07/2024  09:05:51","CTI","Saída"
"4560","E2806890000040030B64AE2A","04/07/2024  09:59:22","CTI","Saída"
"4561","E2806890000040030B64AE2A","04/07/2024  10:22:52","CTI","Entrada"
"4562","E2806890000040030B64AE2A","04/07/2024  10:24:28","CTI","Saída"
"4563","E2806890000040030B64AE2A","04/07/2024  10:24:38","CTI","Entrada"
"4564","E2806890000040030B64AE2A","04/07/2024  11:28:33","CTI","Saída"
"4565","E2806890000040030B64AE2A","04/07/2024  13:09:41","CTI","Entrada"
"4566","E2806890000040030B64AE2A","04/07/2024  13:10:30","CTI","Saída"
"4567","E28068900000500598D75060","04/07/2024  13:28:45","CTI","Saída"
"4568","E28068900000500598D72D24","04/07/2024  13:28:46","CTI","Saída"
"4569","E28068900000400598D8192B","04/07/2024  13:28:46","CTI","Entrada"
"4570","E2806890000040030B64AE2A","04/07/2024  16:10:34","CTI","Entrada"
"4571","E2806890000040030B64AE2A","04/07/2024  16:13:18","CTI","Saída"
"4572","E2806890000040030B64AE2A","04/07/2024  16:25:07","CTI","Entrada"
"4573","E2806890000040030B64AE2A","04/07/2024  16:25:31","CTI","Saída"
"4574","E2806890000040030B64AE2A","04/07/2024  16:30:32","CTI","Entrada"
"4575","E2806890000040030B64CE64","04/07/2024  17:21:06","CTI","Saída"
"4576","E2806890000040030B64AE2A","04/07/2024  17:56:41","CTI","Saída"
"4577","E2806890000040030B64AE2A","04/07/2024  18:16:41","CTI","Entrada"
"4578","E2806890000040030B64CE64","04/07/2024  19:26:12","CTI","Entrada"
"4579","E28068900000400598D5F621","04/07/2024  19:44:46","CTI","Saída"
"4580","E28068900000400598D5F621","04/07/2024  19:46:37","CTI","Entrada"
"4581","E28068900000400598D5F621","04/07/2024  20:15:03","CTI","Saída"
"4582","E28068900000400598D5F621","04/07/2024  23:51:15","CTI","Entrada"
"4583","E28068900000500598D5D1DA","02/07/2024  14:31:41","Lavanderia Entrada","Entrada"
"4584","E28068900000400598D7CDE2","03/07/2024  08:22:55","Lavanderia Entrada","Saída"
"4585","E28068900000500598D738B6","03/07/2024  14:19:10","Lavanderia Entrada","Saída"
"4586","E28068900000500598D64880","03/07/2024  14:19:10","Lavanderia Entrada","Saída"
"4587","E28068900000500598D855AF","04/07/2024  07:53:36","Lavanderia Entrada","Entrada"
"4588","E28068900000400598D824EF","04/07/2024  08:25:35","Lavanderia Entrada","Saída"
"4589","30155C97D461A6C0004B0F76","04/07/2024  14:43:09","Lavanderia Entrada","Saída"
"4590","E2806890000040030B64A5A0","03/07/2024  08:39:08","Lavanderia Saida","Entrada"
"4591","E28068900000500598D855AF","03/07/2024  08:39:10","Lavanderia Saida","Saída"
"4592","E28068900000500598D6AD55","03/07/2024  08:39:10","Lavanderia Saida","Entrada"
"4593","3BE200002F88858000000379","03/07/2024  10:27:40","Lavanderia Saida","Entrada"
"4594","3BE200002F88858000000379","03/07/2024  10:28:58","Lavanderia Saida","Saída"
"4595","3BE200002F88858000000379","03/07/2024  10:31:18","Lavanderia Saida","Entrada"
"4596","E28068900000500598D75060","03/07/2024  13:42:04","Lavanderia Saida","Entrada"
"4597","E28068900000400598D7CDE2","03/07/2024  13:42:04","Lavanderia Saida","Saída"
"4598","E28068900000500598D5D1DA","03/07/2024  13:42:05","Lavanderia Saida","Saída"
"4599","E28068900000500598D738B6","03/07/2024  14:19:07","Lavanderia Saida","Entrada"
"4600","E28068900000500598D64880","03/07/2024  14:19:07","Lavanderia Saida","Entrada"
"4601","E2806890000050030B64AE53","04/07/2024  08:25:23","Lavanderia Saida","Entrada"
"4602","E28068900000400598D824EF","04/07/2024  08:25:23","Lavanderia Saida","Entrada"
"4603","E40147845990050000F55727","04/07/2024  09:26:08","Lavanderia Saida","Entrada"
"4604","E28068900000500598D72D24","04/07/2024  13:04:18","Lavanderia Saida","Entrada"
"4605","E28068900000500598D75060","04/07/2024  13:04:18","Lavanderia Saida","Entrada"
"4606","E28068900000400598D8192B","04/07/2024  13:04:19","Lavanderia Saida","Entrada"
"4607","E28068900000400598D77D9D","04/07/2024  16:02:02","Lavanderia Saida","Saída"
"4608","E2806890000050030B64AE53","04/07/2024  16:02:02","Lavanderia Saida","Saída"
"4609","E28068900000400598D77542","04/07/2024  16:02:02","Lavanderia Saida","Saída"
"4610","E2806890000050030B64B1C2","04/07/2024  16:02:03","Lavanderia Saida","Entrada"
"4611","E2806890000040030B6498F4","04/07/2024  16:02:03","Lavanderia Saida","Saída"
"4612","E28068900000500598D738B6","04/07/2024  16:02:04","Lavanderia Saida","Entrada"
"4613","E28068900000500598D64880","04/07/2024  16:02:06","Lavanderia Saida","Entrada"
"4614","AAA10000324938AC00000261","05/07/2024  06:57:32","Lavanderia Entrada","Entrada"
"4615","E28068900000400598D661A1","05/07/2024  07:07:58","Lavanderia Saida","Saída"
"4616","E28068900000400598D7CDE2","05/07/2024  07:07:59","Lavanderia Saida","Saída"
"4617","E28068900000400598D824EF","05/07/2024  07:08:03","Lavanderia Saida","Entrada"
"4618","303624608EB33D00000000C2","05/07/2024  07:09:07","CTI","Saída"
"4619","E28068900000400598D7CDE2","05/07/2024  07:12:30","CTI","Entrada"
"4620","E28068900000400598D824EF","05/07/2024  07:12:30","CTI","Saída"
"4621","E28068900000400598D661A1","05/07/2024  07:12:31","CTI","Entrada"
"4622","E28068900000400598D661A1","05/07/2024  07:12:32","CTI","Saída"
"4623","E28068900000500598D788D7","05/07/2024  07:12:32","CTI","Entrada"
"4624","E28068900000400598D654BA","05/07/2024  07:38:40","Lavanderia Entrada","Saída"
"4625","E28068900000500598D64849","05/07/2024  08:10:33","CTI","Saída"
"4626","E28068900000500598D64849","05/07/2024  08:28:19","Lavanderia Saida","Entrada"
"4627","E28068900000500598D64849","05/07/2024  08:28:22","Lavanderia Entrada","Saída"
"4628","300F4F573AD001C0C46C10EC","05/07/2024  08:48:44","Lavanderia Saida","Entrada"
"4629","E28068900000400598D808F0","05/07/2024  08:57:03","Lavanderia Saida","Entrada"
"4630","300F4F573AD001C0C46C10EC","05/07/2024  09:30:18","Lavanderia Saida","Saída"
"4631","E28068900000500598D869B7","05/07/2024  09:45:27","Lavanderia Saida","Entrada"
"4632","E28068900000400598D808F0","05/07/2024  09:45:32","Lavanderia Saida","Saída"
"4633","E28068900000400598D808F0","05/07/2024  10:32:26","Lavanderia Entrada","Entrada"
"4634","E2806890000040030B64AE2A","05/07/2024  12:19:11","Lavanderia Saida","Saída"
"4635","E28068900000400598D5F621","05/07/2024  12:19:13","Lavanderia Saida","Saída"
"4636","E2806890000040030B64CE64","05/07/2024  12:19:15","Lavanderia Saida","Saída"
"4637","E28068900000500598D64849","05/07/2024  12:19:16","Lavanderia Saida","Entrada"
"4638","E2806890000040030B64AE2A","05/07/2024  12:23:11","CTI","Entrada"
"4639","E28068900000400598D5F621","05/07/2024  12:23:23","CTI","Entrada"
"4640","E28068900000500598D788D7","05/07/2024  12:26:43","CTI","Entrada"
"4641","E28068900000500598D75060","05/07/2024  13:14:26","CTI","Entrada"
"4642","E2806890000050030B64AE53","05/07/2024  13:22:25","Lavanderia Saida","Entrada"
"4643","E28068900000500598D64880","05/07/2024  14:00:10","Lavanderia Saida","Saída"
"4644","E2806890000040030B64A5A0","05/07/2024  14:00:10","Lavanderia Saida","Saída"
"4645","E28068900000400598D654BA","05/07/2024  14:00:11","Lavanderia Saida","Entrada"
"4646","E28068900000500598D7319E","05/07/2024  14:10:17","Lavanderia Saida","Saída"
"4647","E28068900000500598D7319E","05/07/2024  14:10:24","Lavanderia Entrada","Entrada"
"4648","300F4F573AD001C0C466737C","05/07/2024  14:23:08","Lavanderia Entrada","Entrada"
"4650","E28068900000500598D75060","05/07/2024  19:40:13","CTI","Entrada"
"4651","E28068900000400598D7CDE2","05/07/2024  19:53:05","CTI","Saída"
"4652","E28068900000400598D7CDE2","05/07/2024  19:54:55","CTI","Entrada"
"4653","E28068900000400598D7CDE2","05/07/2024  22:01:34","CTI","Saída"
"4655","E28068900000400598D7CDE2","05/07/2024  23:17:02","CTI","Saída"
"4656","E28068900000500598D75060","05/07/2024  23:19:08","CTI","Entrada"
"4657","E28068900000400598D7CDE2","06/07/2024  00:13:42","CTI","Saída"
"4658","E28068900000400598D7CDE2","06/07/2024  00:15:53","CTI","Entrada"
"4659","E28068900000400598D7CDE2","06/07/2024  00:26:38","CTI","Saída"
"4660","E28068900000400598D7CDE2","06/07/2024  00:44:04","CTI","Entrada"
"4661","E28068900000400598D7CDE2","06/07/2024  01:54:36","CTI","Saída"
"4662","E28068900000400598D7CDE2","06/07/2024  04:02:38","CTI","Entrada"
"4663","E28068900000400598D7CDE2","06/07/2024  05:23:35","CTI","Saída"
"4664","E28068900000400598D7CDE2","06/07/2024  06:10:32","CTI","Entrada"
"4665","E28068900000400598D7CDE2","06/07/2024  06:55:09","CTI","Saída"
"4666","E28068900000400598D7CDE2","06/07/2024  06:59:04","CTI","Entrada"
"4667","E28068900000400598D7CDE2","06/07/2024  07:03:15","CTI","Saída"
"4668","E2806890000050030B649D63","06/07/2024  07:28:57","CTI","Saída"
"4669","E2806890000050030B649D63","06/07/2024  07:30:35","CTI","Entrada"
"4670","E28068900000400598D7CDE2","06/07/2024  07:39:28","CTI","Entrada"
"4671","E28068900000400598D7CDE2","06/07/2024  07:52:08","CTI","Saída"
"4672","E28068900000400598D7CDE2","06/07/2024  07:52:19","CTI","Entrada"
"4673","E28068900000400598D7CDE2","06/07/2024  07:58:20","CTI","Saída"
"4674","E28068900000400598D7CDE2","06/07/2024  08:02:06","CTI","Entrada"
"4675","E28068900000400598D7CDE2","06/07/2024  08:06:10","CTI","Saída"
"4676","E28068900000400598D8192B","06/07/2024  08:17:17","CTI","Entrada"
"4678","E28068900000400598D7CDE2","06/07/2024  08:17:17","CTI","Saída"
"4679","E28068900000400598D81922","06/07/2024  12:36:14","CTI","Saída"
"4680","E2806890000050030B649D63","06/07/2024  13:01:18","CTI","Saída"
"4681","E2806890000050030B649D63","06/07/2024  13:03:44","CTI","Entrada"
"4682","E28068900000400598D61106","06/07/2024  13:03:49","CTI","Saída"
"4683","E2806890000050030B649D63","06/07/2024  13:17:36","CTI","Saída"
"4684","E2806890000050030B649D63","06/07/2024  14:02:47","CTI","Entrada"
"4685","E2806890000050030B649D63","06/07/2024  14:34:25","CTI","Saída"
"4686","E28068900000400598D61106","06/07/2024  14:37:12","CTI","Entrada"
"4687","E2806890000050030B649D63","06/07/2024  14:40:05","CTI","Entrada"
"4688","E2806890000050030B649D63","06/07/2024  15:05:18","CTI","Saída"
"4689","E2806890000050030B649D63","06/07/2024  15:07:45","CTI","Entrada"
"4690","E2806890000050030B649D63","06/07/2024  15:34:00","CTI","Saída"
"4691","E28068900000400598D61106","06/07/2024  16:05:42","CTI","Saída"
"4693","303624608EB33D00000000C2","06/07/2024  19:00:50","CTI","Saída"
"4697","E28068900000400598D81922","06/07/2024  21:13:51","CTI","Saída"
"4698","E28068900000400598D61106","06/07/2024  21:13:52","CTI","Saída"
"4699","E2806890000050030B649D63","06/07/2024  21:13:52","CTI","Saída"
"4700","E28068900000500598D72D24","06/07/2024  22:09:28","CTI","Entrada"
"4702","E28068900000500598D72D24","06/07/2024  23:06:58","CTI","Entrada"
"4703","E28068900000500598D72D24","06/07/2024  23:29:00","CTI","Entrada"
"4704","E28068900000500598D72D24","07/07/2024  00:13:08","CTI","Saída"
"4705","E28068900000500598D72D24","07/07/2024  01:53:25","CTI","Entrada"
"4706","E28068900000500598D72D24","07/07/2024  02:22:24","CTI","Saída"
"4707","E28068900000500598D72D24","07/07/2024  08:14:21","CTI","Entrada"
"4708","E28068900000400598D7CDE2","07/07/2024  11:49:23","CTI","Saída"
"4709","E28068900000400598D8192B","07/07/2024  11:49:24","CTI","Saída"
"4710","E28068900000400598D824EF","07/07/2024  12:57:45","CTI","Saída"
"4711","E2806890000050030B649D63","07/07/2024  14:30:23","CTI","Saída"
"4712","E28068900000400598D81922","07/07/2024  14:30:24","CTI","Saída"
"4713","303624608EB33D00000000C2","08/07/2024  07:05:12","CTI","Saída"
"4714","E28068900000400598D7CDE2","08/07/2024  07:59:37","CTI","Entrada"
"4715","E2806890000040030B64E05B","08/07/2024  08:35:43","CTI","Saída"
"4716","E28068900000500598D788D7","08/07/2024  08:54:23","CTI","Saída"
"4717","E28068900000400598D7CDE2","08/07/2024  09:04:37","CTI","Saída"
"4718","E28068900000400598D7CDE2","08/07/2024  09:09:03","CTI","Entrada"
"4719","E28068900000500598D788D7","08/07/2024  09:15:24","CTI","Entrada"
"4720","E28068900000500598D788D7","08/07/2024  09:25:54","CTI","Saída"
"4721","E28068900000500598D788D7","08/07/2024  09:26:34","CTI","Entrada"
"4722","E28068900000500598D788D7","08/07/2024  09:34:55","CTI","Saída"
"4723","E28068900000400598D7CDE2","08/07/2024  10:17:02","CTI","Saída"
"4724","E28068900000400598D7CDE2","08/07/2024  10:17:12","CTI","Entrada"
"4725","E28068900000400598D7CDE2","08/07/2024  10:25:38","CTI","Saída"
"4726","E28068900000500598D788D7","08/07/2024  10:38:38","CTI","Entrada"
"4727","E28068900000500598D788D7","08/07/2024  10:39:44","CTI","Saída"
"4728","E28068900000500598D788D7","08/07/2024  10:40:56","CTI","Entrada"
"4729","E28068900000500598D788D7","08/07/2024  10:42:01","CTI","Saída"
"4730","E28068900000500598D788D7","08/07/2024  10:42:52","CTI","Entrada"
"4731","E2806890000040030B64E05B","08/07/2024  11:53:49","CTI","Entrada"
"4732","E28068900000500598D788D7","08/07/2024  12:11:33","CTI","Saída"
"4733","E2806890000040030B64E05B","08/07/2024  12:29:53","CTI","Saída"
"4734","E28068900000400598D824EF","08/07/2024  12:38:08","CTI","Entrada"
"4735","E28068900000400598D7CDE2","08/07/2024  12:52:55","CTI","Entrada"
"4736","E28068900000500598D788D7","08/07/2024  13:13:03","CTI","Entrada"
"4737","E28068900000500598D788D7","08/07/2024  13:13:27","CTI","Saída"
"4738","E28068900000500598D788D7","08/07/2024  13:14:22","CTI","Entrada"
"4739","E28068900000500598D788D7","08/07/2024  13:15:10","CTI","Saída"
"4740","E28068900000500598D788D7","08/07/2024  13:49:02","CTI","Entrada"
"4741","E28068900000400598D7CDE2","08/07/2024  14:09:24","CTI","Saída"
"4742","E2806890000040030B64E05B","08/07/2024  14:45:08","CTI","Entrada"
"4743","AAA1000025699C6D0000135A","08/07/2024  15:02:02","CTI","Entrada"
"4744","E2806890000040030B64E05B","08/07/2024  15:05:19","CTI","Saída"
"4745","E28068900000500598D788D7","08/07/2024  15:18:04","CTI","Saída"
"4746","E28068900000500598D788D7","08/07/2024  15:44:26","CTI","Entrada"
"4747","E28068900000500598D788D7","08/07/2024  16:30:51","CTI","Saída"
"4748","E28068900000500598D788D7","08/07/2024  16:52:28","CTI","Entrada"
"4749","E2806890000040030B64E05B","08/07/2024  17:01:55","CTI","Entrada"
"4750","E28068900000500598D788D7","08/07/2024  17:23:52","CTI","Saída"
"4751","E28068900000500598D788D7","08/07/2024  18:03:37","CTI","Entrada"
"4753","E28068900000500598D788D7","08/07/2024  18:44:34","CTI","Entrada"
"4754","E2806890000040030B64E05B","08/07/2024  19:21:09","CTI","Saída"
"4755","E28068900000400598D7CDE2","08/07/2024  19:21:09","CTI","Entrada"
"4756","E28068900000400598D661A1","08/07/2024  19:21:10","CTI","Entrada"
"4757","E28068900000400598D8192B","08/07/2024  20:39:32","CTI","Entrada"
"4758","E28068900000400598D8192B","08/07/2024  20:52:17","CTI","Saída"
"4759","E28068900000400598D8192B","08/07/2024  20:54:52","CTI","Entrada"
"4760","E28068900000400598D8192B","08/07/2024  21:15:52","CTI","Saída"
"4761","E28068900000400598D8192B","08/07/2024  21:20:39","CTI","Entrada"
"4762","E28068900000400598D8192B","08/07/2024  22:11:11","CTI","Saída"
"4763","E28068900000400598D8192B","08/07/2024  22:15:27","CTI","Entrada"
"4764","E28068900000400598D8192B","08/07/2024  23:10:29","CTI","Saída"
"4766","E28068900000400598D8192B","09/07/2024  02:59:20","CTI","Saída"
"4767","E28068900000400598D8192B","09/07/2024  03:03:03","CTI","Saída"
"4768","E28068900000400598D8192B","09/07/2024  03:03:45","CTI","Entrada"
"4769","E28068900000400598D8192B","09/07/2024  03:09:05","CTI","Saída"
"4770","E28068900000400598D8192B","09/07/2024  03:12:45","CTI","Entrada"
"4771","E28068900000400598D8192B","09/07/2024  05:02:29","CTI","Saída"
"4772","E28068900000400598D8192B","09/07/2024  05:04:06","CTI","Entrada"
"4773","E28068900000400598D8192B","09/07/2024  08:13:02","CTI","Saída"
"4774","E28068900000400598D8192B","09/07/2024  08:13:13","CTI","Entrada"
"4775","E28068900000400598D8192B","09/07/2024  08:14:05","CTI","Saída"
"4776","E28068900000400598D8192B","09/07/2024  08:16:07","CTI","Entrada"
"4777","E28068900000400598D8192B","09/07/2024  08:18:34","CTI","Saída"
"4778","E28068900000400598D8192B","09/07/2024  08:20:09","CTI","Entrada"
"4779","E28068900000400598D661A1","09/07/2024  08:24:48","Lavanderia Entrada","Saída"
"4780","E2806890000050030B64DCAA","09/07/2024  08:24:51","Lavanderia Saida","Entrada"
"4781","E28068900000400598D8192B","09/07/2024  08:24:59","CTI","Saída"
"4782","E28068900000400598D8192B","09/07/2024  08:25:11","CTI","Entrada"
"4783","E28068900000400598D8192B","09/07/2024  08:32:58","CTI","Saída"
"4784","E28068900000400598D8192B","09/07/2024  08:33:32","CTI","Entrada"
"4785","E28068900000400598D8192B","09/07/2024  08:51:21","CTI","Saída"
"4786","E28068900000400598D8192B","09/07/2024  08:52:03","CTI","Entrada"
"4787","E28068900000400598D8192B","09/07/2024  09:01:16","CTI","Saída"
"4788","E28068900000400598D8192B","09/07/2024  09:02:21","CTI","Entrada"
"4789","E28068900000400598D8192B","09/07/2024  09:36:38","Lavanderia Entrada","Saída"
"4790","E28068900000400598D77542","09/07/2024  10:51:04","Lavanderia Entrada","Entrada"
"4791","E2806890000040030B6498F4","09/07/2024  11:02:41","Lavanderia Entrada","Saída"
"4792","E28068900000400598D7909B","09/07/2024  14:22:28","Lavanderia Entrada","Entrada"
"4793","E2806890000050030B64AE53","09/07/2024  16:13:20","Lavanderia Entrada","Saída"
"4794","E28068900000500598D6B042","10/07/2024  10:02:23","Lavanderia Entrada","Saída"
"4795","E28068900000500598D855AF","10/07/2024  12:30:48","Lavanderia Entrada","Saída"
"4796","E28068900000400598D8192B","09/07/2024  09:04:05","CTI","Entrada"
"4797","E28068900000400598D8192B","09/07/2024  09:04:28","CTI","Entrada"
"4798","E28068900000400598D8192B","09/07/2024  09:05:43","CTI","Entrada"
"4799","E28068900000400598D8192B","09/07/2024  09:13:48","CTI","Entrada"
"4800","E28068900000400598D8192B","09/07/2024  09:14:07","CTI","Entrada"
"4801","E28068900000400598D5F621","11/07/2024  09:39:31","CTI","Saída"
"4802","E28068900000400598D850E3","10/07/2024  12:30:49","Lavanderia Entrada","Entrada"
"4803","E28068900000400598D850E3","10/07/2024  14:24:26","Lavanderia Entrada","Saída"
"4804","E28068900000500598D855AF","10/07/2024  14:24:26","Lavanderia Entrada","Entrada"
"4805","E28068900000400598D850E3","10/07/2024  14:25:14","Lavanderia Entrada","Entrada"
"4806","E28068900000500598D855AF","10/07/2024  14:26:01","Lavanderia Entrada","Entrada"
"4807","E28068900000400598D850E3","10/07/2024  14:26:02","Lavanderia Entrada","Saída"
"4808","E28068900000500598D855AF","10/07/2024  14:26:49","Lavanderia Entrada","Saída"
"4809","E28068900000400598D850E3","10/07/2024  14:26:49","Lavanderia Entrada","Entrada"
"4810","E28068900000500598D855AF","10/07/2024  14:27:37","Lavanderia Entrada","Entrada"
"4811","E28068900000400598D850E3","10/07/2024  14:27:37","Lavanderia Entrada","Entrada"
"4812","E28068900000500598D855AF","10/07/2024  14:28:43","Lavanderia Entrada","Saída"
"4813","E28068900000400598D850E3","10/07/2024  14:28:43","Lavanderia Entrada","Saída"
"4814","E28068900000500598D855AF","10/07/2024  14:29:50","Lavanderia Entrada","Entrada"
"4815","E28068900000400598D850E3","10/07/2024  14:30:56","Lavanderia Entrada","Entrada"
"4816","E28068900000500598D855AF","10/07/2024  14:30:56","Lavanderia Entrada","Saída"
"4817","E28068900000400598D850E3","10/07/2024  14:32:03","Lavanderia Entrada","Saída"
"4818","E28068900000500598D855AF","10/07/2024  14:33:28","Lavanderia Entrada","Saída"
